[20:52:20.433] [INFO   ] thread bguspl.set.Main.main() starting.
[20:52:20.438] [SEVERE ] cannot read configuration file config.properties trying from resources.
[20:52:20.439] [SEVERE ] configuration file was loaded from resources directory.
[20:52:21.404] [SEVERE ] player 2 placing token on slot 1
[20:52:21.404] [SEVERE ] removing player 2 token from slot 1
[20:52:21.404] [SEVERE ] removing player 2 token from slot 2
[20:52:21.404] [SEVERE ] player 2 placing token on slot 1
[20:52:21.404] [SEVERE ] removing player 2 token from slot 1
[20:52:21.404] [SEVERE ] player 2 placing token on slot 2
[20:52:21.404] [SEVERE ] removing player 2 token from slot 2
[20:52:21.404] [SEVERE ] player 2 placing token on slot 2
[20:52:21.405] [SEVERE ] removing player 2 token from slot 2
[20:52:21.405] [SEVERE ] player 2 placing token on slot 1
[20:52:21.405] [SEVERE ] removing player 2 token from slot 1
[20:52:21.405] [SEVERE ] player 2 placing token on slot 2
[20:52:21.405] [SEVERE ] removing player 2 token from slot 2
[20:52:21.405] [SEVERE ] player 2 placing token on slot 1
[20:52:21.405] [SEVERE ] removing player 2 token from slot 1
[20:52:21.405] [SEVERE ] player 2 placing token on slot 1
[20:52:21.405] [SEVERE ] player 2 placing token on slot 2
[20:52:21.405] [SEVERE ] removing player 2 token from slot 2
[20:52:21.405] [SEVERE ] player 2 placing token on slot 2
[20:52:21.405] [SEVERE ] removing player 2 token from slot 2
[20:52:21.405] [SEVERE ] player 2 placing token on slot 2
[20:52:21.405] [SEVERE ] removing player 2 token from slot 1
[20:52:21.405] [SEVERE ] removing player 2 token from slot 2
[20:52:21.405] [SEVERE ] player 2 placing token on slot 1
[20:52:21.405] [SEVERE ] removing player 2 token from slot 1
[20:52:21.406] [SEVERE ] player 2 placing token on slot 2
[20:52:21.406] [SEVERE ] player 2 placing token on slot 1
[20:52:21.406] [SEVERE ] removing player 2 token from slot 1
[20:52:21.406] [SEVERE ] removing player 2 token from slot 2
[20:52:21.406] [SEVERE ] player 2 placing token on slot 2
[20:52:21.406] [SEVERE ] player 2 placing token on slot 1
[20:52:21.406] [SEVERE ] removing player 2 token from slot 1
[20:52:21.407] [SEVERE ] removing player 2 token from slot 2
[20:52:21.407] [SEVERE ] player 2 placing token on slot 1
[20:52:21.407] [SEVERE ] player 2 placing token on slot 2
[20:52:21.407] [SEVERE ] removing player 2 token from slot 2
[20:52:21.407] [SEVERE ] removing player 2 token from slot 1
[20:52:21.407] [SEVERE ] player 2 placing token on slot 1
[20:52:21.407] [SEVERE ] player 2 placing token on slot 2
[20:52:21.408] [SEVERE ] removing player 2 token from slot 1
[20:52:21.408] [SEVERE ] removing player 2 token from slot 2
[20:52:21.408] [SEVERE ] player 2 placing token on slot 2
[20:52:21.408] [SEVERE ] removing player 2 token from slot 2
[20:52:21.408] [SEVERE ] player 2 placing token on slot 2
[20:52:21.408] [SEVERE ] player 2 placing token on slot 1
[20:52:21.408] [SEVERE ] removing player 2 token from slot 2
[20:52:21.408] [SEVERE ] removing player 2 token from slot 1
[20:52:21.408] [SEVERE ] player 2 placing token on slot 1
[20:52:21.408] [SEVERE ] removing player 2 token from slot 1
[20:52:21.408] [SEVERE ] player 2 placing token on slot 2
[20:52:21.409] [SEVERE ] removing player 2 token from slot 2
[20:52:21.409] [SEVERE ] player 2 placing token on slot 1
[20:52:21.409] [SEVERE ] removing player 2 token from slot 1
[20:52:21.409] [SEVERE ] player 2 placing token on slot 1
[20:52:21.409] [SEVERE ] player 2 placing token on slot 2
[20:52:21.409] [SEVERE ] removing player 2 token from slot 2
[20:52:21.409] [SEVERE ] removing player 2 token from slot 1
[20:52:21.409] [SEVERE ] player 2 placing token on slot 2
[20:52:21.409] [SEVERE ] removing player 2 token from slot 2
[20:52:21.409] [SEVERE ] player 2 placing token on slot 2
[20:52:21.410] [SEVERE ] removing player 2 token from slot 2
[20:52:21.410] [SEVERE ] player 2 placing token on slot 1
[20:52:21.410] [SEVERE ] player 2 placing token on slot 2
[20:52:21.410] [SEVERE ] removing player 2 token from slot 1
[20:52:21.410] [SEVERE ] player 2 placing token on slot 1
[20:52:21.410] [SEVERE ] removing player 2 token from slot 1
[20:52:21.410] [SEVERE ] player 2 placing token on slot 1
[20:52:21.410] [SEVERE ] removing player 2 token from slot 2
[20:52:21.410] [SEVERE ] player 2 placing token on slot 2
[20:52:21.410] [SEVERE ] removing player 2 token from slot 2
[20:52:21.410] [SEVERE ] removing player 2 token from slot 1
[20:52:21.410] [SEVERE ] player 2 placing token on slot 1
[20:52:21.410] [SEVERE ] removing player 2 token from slot 1
[20:52:21.412] [SEVERE ] player 2 placing token on slot 2
[20:52:21.412] [SEVERE ] player 2 placing token on slot 1
[20:52:21.412] [SEVERE ] removing player 2 token from slot 2
[20:52:21.412] [SEVERE ] player 2 placing token on slot 2
[20:52:21.412] [SEVERE ] removing player 2 token from slot 2
[20:52:21.412] [SEVERE ] removing player 2 token from slot 1
[20:52:21.412] [SEVERE ] player 2 placing token on slot 1
[20:52:21.412] [SEVERE ] player 2 placing token on slot 2
[20:52:21.412] [SEVERE ] removing player 2 token from slot 2
[20:52:21.412] [SEVERE ] removing player 2 token from slot 1
[20:52:21.412] [SEVERE ] player 2 placing token on slot 2
[20:52:21.413] [SEVERE ] player 2 placing token on slot 1
[20:52:21.413] [SEVERE ] removing player 2 token from slot 2
[20:52:21.413] [SEVERE ] removing player 2 token from slot 1
[20:52:21.413] [SEVERE ] player 2 placing token on slot 2
[20:52:21.413] [SEVERE ] player 2 placing token on slot 1
[20:52:21.413] [SEVERE ] removing player 2 token from slot 2
[20:52:21.413] [SEVERE ] removing player 2 token from slot 1
[20:52:21.413] [SEVERE ] player 2 placing token on slot 2
[20:52:21.413] [SEVERE ] removing player 2 token from slot 2
[20:52:21.413] [SEVERE ] player 2 placing token on slot 2
[20:52:21.413] [SEVERE ] player 2 placing token on slot 1
[20:52:21.414] [SEVERE ] removing player 2 token from slot 1
[20:52:21.414] [SEVERE ] removing player 2 token from slot 2
[20:52:21.414] [SEVERE ] player 2 placing token on slot 1
[20:52:21.414] [SEVERE ] player 2 placing token on slot 2
[20:52:21.414] [SEVERE ] removing player 2 token from slot 2
[20:52:21.414] [SEVERE ] player 2 placing token on slot 2
[20:52:21.414] [SEVERE ] removing player 2 token from slot 2
[20:52:21.414] [SEVERE ] player 2 placing token on slot 2
[20:52:21.414] [SEVERE ] removing player 2 token from slot 1
[20:52:21.414] [SEVERE ] removing player 2 token from slot 2
[20:52:21.414] [SEVERE ] player 2 placing token on slot 2
[20:52:21.414] [SEVERE ] player 2 placing token on slot 1
[20:52:21.414] [SEVERE ] removing player 2 token from slot 2
[20:52:21.414] [SEVERE ] player 2 placing token on slot 2
[20:52:21.414] [SEVERE ] removing player 2 token from slot 2
[20:52:21.415] [SEVERE ] player 2 placing token on slot 2
[20:52:21.415] [SEVERE ] removing player 2 token from slot 2
[20:52:21.415] [SEVERE ] player 2 placing token on slot 2
[20:52:21.415] [SEVERE ] removing player 2 token from slot 2
[20:52:21.415] [SEVERE ] player 2 placing token on slot 2
[20:52:21.415] [SEVERE ] removing player 2 token from slot 1
[20:52:21.416] [SEVERE ] player 2 placing token on slot 1
[20:52:21.416] [SEVERE ] removing player 2 token from slot 1
[20:52:21.416] [SEVERE ] removing player 2 token from slot 2
[20:52:21.416] [SEVERE ] player 2 placing token on slot 1
[20:52:21.416] [SEVERE ] player 2 placing token on slot 2
[20:52:21.416] [SEVERE ] removing player 2 token from slot 2
[20:52:21.416] [SEVERE ] removing player 2 token from slot 1
[20:52:21.416] [SEVERE ] player 2 placing token on slot 1
[20:52:21.416] [SEVERE ] player 2 placing token on slot 2
[20:52:21.416] [SEVERE ] removing player 2 token from slot 1
[20:52:21.417] [SEVERE ] removing player 2 token from slot 2
[20:52:21.417] [SEVERE ] player 2 placing token on slot 2
[20:52:21.417] [SEVERE ] player 2 placing token on slot 1
[20:52:21.417] [SEVERE ] removing player 2 token from slot 1
[20:52:21.417] [SEVERE ] removing player 2 token from slot 2
[20:52:21.417] [SEVERE ] player 2 placing token on slot 1
[20:52:21.417] [SEVERE ] removing player 2 token from slot 1
[20:52:21.418] [SEVERE ] player 2 placing token on slot 1
[20:52:21.418] [SEVERE ] removing player 2 token from slot 1
[20:52:21.418] [SEVERE ] player 2 placing token on slot 1
[20:52:21.418] [SEVERE ] removing player 2 token from slot 1
[20:52:21.418] [SEVERE ] player 2 placing token on slot 1
[20:52:21.418] [SEVERE ] removing player 2 token from slot 1
[20:52:21.418] [SEVERE ] player 2 placing token on slot 2
[20:52:21.418] [SEVERE ] player 2 placing token on slot 1
[20:52:21.419] [SEVERE ] removing player 2 token from slot 1
[20:52:21.419] [SEVERE ] player 2 placing token on slot 1
[20:52:21.419] [SEVERE ] removing player 2 token from slot 1
[20:52:21.419] [SEVERE ] player 2 placing token on slot 1
[20:52:21.419] [SEVERE ] removing player 2 token from slot 2
[20:52:21.419] [SEVERE ] removing player 2 token from slot 1
[20:52:21.419] [SEVERE ] player 2 placing token on slot 2
[20:52:21.419] [SEVERE ] removing player 2 token from slot 2
[20:52:21.420] [SEVERE ] player 2 placing token on slot 1
[20:52:21.420] [SEVERE ] removing player 2 token from slot 1
[20:52:21.420] [SEVERE ] player 2 placing token on slot 2
[20:52:21.420] [SEVERE ] removing player 2 token from slot 2
[20:52:21.420] [SEVERE ] player 2 placing token on slot 1
[20:52:21.420] [SEVERE ] removing player 2 token from slot 1
[20:52:21.420] [SEVERE ] player 2 placing token on slot 2
[20:52:21.420] [SEVERE ] player 2 placing token on slot 1
[20:52:21.420] [SEVERE ] removing player 2 token from slot 1
[20:52:21.421] [SEVERE ] removing player 2 token from slot 2
[20:52:21.421] [SEVERE ] player 2 placing token on slot 1
[20:52:21.421] [SEVERE ] player 2 placing token on slot 2
[20:52:21.421] [SEVERE ] removing player 2 token from slot 1
[20:52:21.421] [SEVERE ] removing player 2 token from slot 2
[20:52:21.421] [SEVERE ] player 2 placing token on slot 1
[20:52:21.421] [SEVERE ] removing player 2 token from slot 1
[20:52:21.421] [SEVERE ] player 2 placing token on slot 2
[20:52:21.421] [SEVERE ] removing player 2 token from slot 2
[20:52:21.421] [SEVERE ] player 2 placing token on slot 2
[20:52:21.422] [SEVERE ] player 2 placing token on slot 1
[20:52:21.422] [SEVERE ] removing player 2 token from slot 1
[20:52:21.422] [SEVERE ] player 2 placing token on slot 1
[20:52:21.422] [SEVERE ] removing player 2 token from slot 1
[20:52:21.422] [SEVERE ] player 2 placing token on slot 1
[20:52:21.423] [SEVERE ] removing player 2 token from slot 2
[20:52:21.423] [SEVERE ] player 2 placing token on slot 2
[20:52:21.423] [SEVERE ] removing player 2 token from slot 1
[20:52:21.423] [SEVERE ] removing player 2 token from slot 2
[20:52:21.423] [SEVERE ] player 2 placing token on slot 1
[20:52:21.423] [SEVERE ] removing player 2 token from slot 1
[20:52:21.423] [SEVERE ] player 2 placing token on slot 2
[20:52:21.423] [SEVERE ] removing player 2 token from slot 2
[20:52:21.423] [SEVERE ] player 2 placing token on slot 1
[20:52:21.423] [SEVERE ] removing player 2 token from slot 1
[20:52:21.424] [SEVERE ] player 2 placing token on slot 1
[20:52:21.424] [SEVERE ] player 2 placing token on slot 2
[20:52:21.424] [SEVERE ] removing player 2 token from slot 2
[20:52:21.424] [SEVERE ] removing player 2 token from slot 1
[20:52:21.424] [SEVERE ] player 2 placing token on slot 2
[20:52:21.424] [SEVERE ] player 2 placing token on slot 1
[20:52:21.425] [SEVERE ] removing player 2 token from slot 1
[20:52:21.425] [SEVERE ] removing player 2 token from slot 2
[20:52:21.425] [SEVERE ] player 2 placing token on slot 2
[20:52:21.425] [SEVERE ] player 2 placing token on slot 1
[20:52:21.425] [SEVERE ] removing player 2 token from slot 1
[20:52:21.425] [SEVERE ] player 2 placing token on slot 1
[20:52:21.425] [SEVERE ] removing player 2 token from slot 1
[20:52:21.425] [SEVERE ] player 2 placing token on slot 1
[20:52:21.425] [SEVERE ] removing player 2 token from slot 1
[20:52:21.425] [SEVERE ] player 2 placing token on slot 1
[20:52:21.426] [SEVERE ] removing player 2 token from slot 1
[20:52:21.426] [SEVERE ] player 2 placing token on slot 1
[20:52:21.426] [SEVERE ] removing player 2 token from slot 1
[20:52:21.426] [SEVERE ] player 2 placing token on slot 1
[20:52:21.426] [SEVERE ] removing player 2 token from slot 2
[20:52:21.426] [SEVERE ] player 2 placing token on slot 2
[20:52:21.426] [SEVERE ] removing player 2 token from slot 2
[20:52:21.426] [SEVERE ] player 2 placing token on slot 2
[20:52:21.426] [SEVERE ] removing player 2 token from slot 1
[20:52:21.426] [SEVERE ] player 2 placing token on slot 1
[20:52:21.426] [SEVERE ] removing player 2 token from slot 1
[20:52:21.426] [SEVERE ] removing player 2 token from slot 2
[20:52:21.427] [SEVERE ] player 2 placing token on slot 2
[20:52:21.427] [SEVERE ] player 2 placing token on slot 1
[20:52:21.427] [SEVERE ] removing player 2 token from slot 1
[20:52:21.427] [SEVERE ] player 2 placing token on slot 1
[20:52:21.427] [SEVERE ] removing player 2 token from slot 2
[20:52:21.427] [SEVERE ] removing player 2 token from slot 1
[20:52:21.427] [SEVERE ] player 2 placing token on slot 2
[20:52:21.428] [SEVERE ] player 2 placing token on slot 1
[20:52:21.428] [SEVERE ] removing player 2 token from slot 1
[20:52:21.428] [SEVERE ] removing player 2 token from slot 2
[20:52:21.428] [SEVERE ] player 2 placing token on slot 1
[20:52:21.428] [SEVERE ] removing player 2 token from slot 1
[20:52:21.428] [SEVERE ] player 2 placing token on slot 2
[20:52:21.428] [SEVERE ] player 2 placing token on slot 1
[20:52:21.428] [SEVERE ] removing player 2 token from slot 1
[20:52:21.429] [SEVERE ] player 2 placing token on slot 1
[20:52:21.429] [SEVERE ] removing player 2 token from slot 1
[20:52:21.429] [SEVERE ] player 2 placing token on slot 1
[20:52:21.429] [SEVERE ] removing player 2 token from slot 1
[20:52:21.429] [SEVERE ] removing player 2 token from slot 2
[20:52:21.429] [SEVERE ] player 2 placing token on slot 2
[20:52:21.430] [SEVERE ] removing player 2 token from slot 2
[20:52:21.430] [SEVERE ] player 2 placing token on slot 2
[20:52:21.430] [SEVERE ] player 2 placing token on slot 1
[20:52:21.430] [SEVERE ] removing player 2 token from slot 1
[20:52:21.430] [SEVERE ] removing player 2 token from slot 2
[20:52:21.430] [SEVERE ] player 2 placing token on slot 1
[20:52:21.430] [SEVERE ] removing player 2 token from slot 1
[20:52:21.430] [SEVERE ] player 2 placing token on slot 2
[20:52:21.430] [SEVERE ] removing player 2 token from slot 2
[20:52:21.430] [SEVERE ] player 2 placing token on slot 2
[20:52:21.430] [SEVERE ] player 2 placing token on slot 1
[20:52:21.431] [SEVERE ] removing player 2 token from slot 2
[20:52:21.431] [SEVERE ] removing player 2 token from slot 1
[20:52:21.431] [SEVERE ] player 2 placing token on slot 1
[20:52:21.431] [SEVERE ] removing player 2 token from slot 1
[20:52:21.431] [SEVERE ] player 2 placing token on slot 1
[20:52:21.431] [SEVERE ] player 2 placing token on slot 2
[20:52:21.431] [SEVERE ] removing player 2 token from slot 1
[20:52:21.431] [SEVERE ] removing player 2 token from slot 2
[20:52:21.431] [SEVERE ] player 2 placing token on slot 1
[20:52:21.432] [SEVERE ] removing player 2 token from slot 1
[20:52:21.432] [SEVERE ] player 2 placing token on slot 2
[20:52:21.432] [SEVERE ] removing player 2 token from slot 2
[20:52:21.432] [SEVERE ] player 2 placing token on slot 1
[20:52:21.432] [SEVERE ] removing player 2 token from slot 1
[20:52:21.432] [SEVERE ] player 2 placing token on slot 2
[20:52:21.432] [SEVERE ] removing player 2 token from slot 2
[20:52:21.432] [SEVERE ] player 2 placing token on slot 1
[20:52:21.433] [SEVERE ] removing player 2 token from slot 1
[20:52:21.433] [SEVERE ] player 2 placing token on slot 2
[20:52:21.433] [SEVERE ] removing player 2 token from slot 2
[20:52:21.433] [SEVERE ] player 2 placing token on slot 2
[20:52:21.433] [SEVERE ] player 2 placing token on slot 1
[20:52:21.433] [SEVERE ] removing player 2 token from slot 2
[20:52:21.433] [SEVERE ] player 2 placing token on slot 2
[20:52:21.434] [SEVERE ] removing player 2 token from slot 1
[20:52:21.434] [SEVERE ] player 2 placing token on slot 1
[20:52:21.434] [SEVERE ] removing player 2 token from slot 2
[20:52:21.434] [SEVERE ] player 2 placing token on slot 2
[20:52:21.434] [SEVERE ] removing player 2 token from slot 1
[20:52:21.434] [SEVERE ] removing player 2 token from slot 2
[20:52:21.434] [SEVERE ] player 2 placing token on slot 2
[20:52:21.435] [SEVERE ] removing player 2 token from slot 2
[20:52:21.435] [SEVERE ] player 2 placing token on slot 1
[20:52:21.435] [SEVERE ] removing player 2 token from slot 1
[20:52:21.435] [SEVERE ] player 2 placing token on slot 1
[20:52:21.435] [SEVERE ] removing player 2 token from slot 1
[20:52:21.435] [SEVERE ] player 2 placing token on slot 2
[20:52:21.435] [SEVERE ] removing player 2 token from slot 2
[20:52:21.436] [SEVERE ] player 2 placing token on slot 1
[20:52:21.436] [SEVERE ] player 2 placing token on slot 2
[20:52:21.436] [SEVERE ] removing player 2 token from slot 1
[20:52:21.436] [SEVERE ] removing player 2 token from slot 2
[20:52:21.436] [SEVERE ] player 2 placing token on slot 2
[20:52:21.436] [SEVERE ] player 2 placing token on slot 1
[20:52:21.436] [SEVERE ] removing player 2 token from slot 1
[20:52:21.436] [SEVERE ] player 2 placing token on slot 1
[20:52:21.436] [SEVERE ] removing player 2 token from slot 1
[20:52:21.436] [SEVERE ] removing player 2 token from slot 2
[20:52:21.436] [SEVERE ] player 2 placing token on slot 2
[20:52:21.436] [SEVERE ] removing player 2 token from slot 2
[20:52:21.436] [SEVERE ] player 2 placing token on slot 1
[20:52:21.436] [SEVERE ] removing player 2 token from slot 1
[20:52:21.436] [SEVERE ] player 2 placing token on slot 1
[20:52:21.437] [SEVERE ] player 2 placing token on slot 2
[20:52:21.437] [SEVERE ] removing player 2 token from slot 1
[20:52:21.437] [SEVERE ] player 2 placing token on slot 1
[20:52:21.437] [SEVERE ] removing player 2 token from slot 1
[20:52:21.437] [SEVERE ] removing player 2 token from slot 2
[20:52:21.437] [SEVERE ] player 2 placing token on slot 1
[20:52:21.437] [SEVERE ] removing player 2 token from slot 1
[20:52:21.437] [SEVERE ] player 2 placing token on slot 2
[20:52:21.437] [SEVERE ] player 2 placing token on slot 1
[20:52:21.438] [SEVERE ] removing player 2 token from slot 2
[20:52:21.438] [SEVERE ] removing player 2 token from slot 1
[20:52:21.438] [SEVERE ] player 2 placing token on slot 2
[20:52:21.438] [SEVERE ] removing player 2 token from slot 2
[20:52:21.438] [SEVERE ] player 2 placing token on slot 1
[20:52:21.438] [SEVERE ] removing player 2 token from slot 1
[20:52:21.438] [SEVERE ] player 2 placing token on slot 1
[20:52:21.438] [SEVERE ] player 2 placing token on slot 2
[20:52:21.439] [SEVERE ] removing player 2 token from slot 1
[20:52:21.439] [SEVERE ] removing player 2 token from slot 2
[20:52:21.439] [SEVERE ] player 2 placing token on slot 2
[20:52:21.439] [SEVERE ] player 2 placing token on slot 1
[20:52:21.439] [SEVERE ] removing player 2 token from slot 1
[20:52:21.439] [SEVERE ] removing player 2 token from slot 2
[20:52:21.439] [SEVERE ] player 2 placing token on slot 1
[20:52:21.439] [SEVERE ] player 2 placing token on slot 2
[20:52:21.439] [SEVERE ] removing player 2 token from slot 1
[20:52:21.439] [SEVERE ] removing player 2 token from slot 2
[20:52:21.439] [SEVERE ] player 2 placing token on slot 2
[20:52:21.439] [SEVERE ] player 2 placing token on slot 1
[20:52:21.440] [SEVERE ] removing player 2 token from slot 2
[20:52:21.440] [SEVERE ] player 2 placing token on slot 2
[20:52:21.440] [SEVERE ] removing player 2 token from slot 2
[20:52:21.440] [SEVERE ] player 2 placing token on slot 7
[20:52:21.440] [SEVERE ] placing card 63 in slot 7
[20:52:21.440] [SEVERE ] player 2 placing token on slot 2
[20:52:21.446] [SEVERE ] placing card 69 in slot 9
[20:52:21.563] [SEVERE ] placing card 52 in slot 4
[20:52:21.672] [SEVERE ] placing card 23 in slot 10
[20:52:21.780] [SEVERE ] placing card 8 in slot 11
[20:52:21.888] [SEVERE ] placing card 71 in slot 0
[20:52:21.997] [SEVERE ] placing card 31 in slot 6
[20:52:22.106] [SEVERE ] placing card 36 in slot 3
[20:52:22.214] [SEVERE ] placing card 37 in slot 5
[20:52:22.324] [SEVERE ] placing card 62 in slot 8
[20:52:22.324] [SEVERE ] updating countdown to 60000
[20:52:22.339] [SEVERE ] updating countdown to 59985
[20:52:22.339] [SEVERE ] setting player 2 freeze to 4000
[20:52:22.354] [SEVERE ] updating countdown to 59970
[20:52:22.354] [SEVERE ] setting player 2 freeze to 3985
[20:52:22.370] [SEVERE ] updating countdown to 59954
[20:52:22.370] [SEVERE ] setting player 2 freeze to 3969
[20:52:22.385] [SEVERE ] updating countdown to 59939
[20:52:22.385] [SEVERE ] setting player 2 freeze to 3954
[20:52:22.400] [SEVERE ] updating countdown to 59924
[20:52:22.400] [SEVERE ] setting player 2 freeze to 3939
[20:52:22.415] [SEVERE ] updating countdown to 59909
[20:52:22.415] [SEVERE ] setting player 2 freeze to 3924
[20:52:22.431] [SEVERE ] updating countdown to 59893
[20:52:22.431] [SEVERE ] setting player 2 freeze to 3908
[20:52:22.446] [SEVERE ] updating countdown to 59878
[20:52:22.446] [SEVERE ] setting player 2 freeze to 3893
[20:52:22.462] [SEVERE ] setting player 2 freeze to 3877
[20:52:22.462] [SEVERE ] updating countdown to 59862
[20:52:22.477] [SEVERE ] setting player 2 freeze to 3862
[20:52:22.477] [SEVERE ] updating countdown to 59847
[20:52:22.492] [SEVERE ] updating countdown to 59832
[20:52:22.492] [SEVERE ] setting player 2 freeze to 3847
[20:52:22.508] [SEVERE ] updating countdown to 59816
[20:52:22.508] [SEVERE ] setting player 2 freeze to 3831
[20:52:22.523] [SEVERE ] updating countdown to 59801
[20:52:22.523] [SEVERE ] setting player 2 freeze to 3816
[20:52:22.539] [SEVERE ] setting player 2 freeze to 3800
[20:52:22.539] [SEVERE ] updating countdown to 59785
[20:52:22.554] [SEVERE ] updating countdown to 59770
[20:52:22.554] [SEVERE ] setting player 2 freeze to 3785
[20:52:22.569] [SEVERE ] updating countdown to 59755
[20:52:22.569] [SEVERE ] setting player 2 freeze to 3770
[20:52:22.585] [SEVERE ] setting player 2 freeze to 3754
[20:52:22.585] [SEVERE ] updating countdown to 59739
[20:52:22.600] [SEVERE ] updating countdown to 59724
[20:52:22.600] [SEVERE ] setting player 2 freeze to 3739
[20:52:22.615] [SEVERE ] setting player 2 freeze to 3724
[20:52:22.615] [SEVERE ] updating countdown to 59709
[20:52:22.630] [SEVERE ] setting player 2 freeze to 3709
[20:52:22.630] [SEVERE ] updating countdown to 59694
[20:52:22.645] [SEVERE ] setting player 2 freeze to 3694
[20:52:22.645] [SEVERE ] updating countdown to 59679
[20:52:22.662] [SEVERE ] updating countdown to 59662
[20:52:22.662] [SEVERE ] setting player 2 freeze to 3677
[20:52:22.677] [SEVERE ] setting player 2 freeze to 3662
[20:52:22.677] [SEVERE ] updating countdown to 59647
[20:52:22.693] [SEVERE ] setting player 2 freeze to 3646
[20:52:22.693] [SEVERE ] updating countdown to 59631
[20:52:22.709] [SEVERE ] setting player 2 freeze to 3630
[20:52:22.709] [SEVERE ] updating countdown to 59615
[20:52:22.725] [SEVERE ] setting player 2 freeze to 3614
[20:52:22.725] [SEVERE ] updating countdown to 59599
[20:52:22.740] [SEVERE ] setting player 2 freeze to 3599
[20:52:22.740] [SEVERE ] updating countdown to 59584
[20:52:22.756] [SEVERE ] setting player 2 freeze to 3583
[20:52:22.756] [SEVERE ] updating countdown to 59568
[20:52:22.772] [SEVERE ] setting player 2 freeze to 3567
[20:52:22.772] [SEVERE ] updating countdown to 59552
[20:52:22.787] [SEVERE ] updating countdown to 59537
[20:52:22.787] [SEVERE ] setting player 2 freeze to 3552
[20:52:22.802] [SEVERE ] setting player 2 freeze to 3537
[20:52:22.802] [SEVERE ] updating countdown to 59522
[20:52:22.818] [SEVERE ] updating countdown to 59506
[20:52:22.818] [SEVERE ] setting player 2 freeze to 3521
[20:52:22.833] [SEVERE ] updating countdown to 59491
[20:52:22.833] [SEVERE ] setting player 2 freeze to 3506
[20:52:22.848] [SEVERE ] updating countdown to 59476
[20:52:22.848] [SEVERE ] setting player 2 freeze to 3491
[20:52:22.863] [SEVERE ] updating countdown to 59461
[20:52:22.863] [SEVERE ] setting player 2 freeze to 3476
[20:52:22.879] [SEVERE ] updating countdown to 59445
[20:52:22.879] [SEVERE ] setting player 2 freeze to 3460
[20:52:22.895] [SEVERE ] updating countdown to 59429
[20:52:22.895] [SEVERE ] setting player 2 freeze to 3444
[20:52:22.911] [SEVERE ] updating countdown to 59413
[20:52:22.911] [SEVERE ] setting player 2 freeze to 3428
[20:52:22.926] [SEVERE ] updating countdown to 59398
[20:52:22.926] [SEVERE ] setting player 2 freeze to 3413
[20:52:22.942] [SEVERE ] setting player 2 freeze to 3397
[20:52:22.942] [SEVERE ] updating countdown to 59382
[20:52:22.957] [SEVERE ] updating countdown to 59367
[20:52:22.957] [SEVERE ] setting player 2 freeze to 3382
[20:52:22.972] [SEVERE ] setting player 2 freeze to 3367
[20:52:22.972] [SEVERE ] updating countdown to 59352
[20:52:22.987] [SEVERE ] setting player 2 freeze to 3352
[20:52:22.987] [SEVERE ] updating countdown to 59337
[20:52:23.002] [SEVERE ] setting player 2 freeze to 3337
[20:52:23.002] [SEVERE ] updating countdown to 59322
[20:52:23.018] [SEVERE ] setting player 2 freeze to 3321
[20:52:23.018] [SEVERE ] updating countdown to 59306
[20:52:23.033] [SEVERE ] setting player 2 freeze to 3306
[20:52:23.033] [SEVERE ] updating countdown to 59291
[20:52:23.049] [SEVERE ] updating countdown to 59275
[20:52:23.049] [SEVERE ] setting player 2 freeze to 3290
[20:52:23.064] [SEVERE ] setting player 2 freeze to 3275
[20:52:23.064] [SEVERE ] updating countdown to 59260
[20:52:23.079] [SEVERE ] setting player 2 freeze to 3260
[20:52:23.079] [SEVERE ] updating countdown to 59245
[20:52:23.095] [SEVERE ] setting player 2 freeze to 3244
[20:52:23.095] [SEVERE ] updating countdown to 59229
[20:52:23.111] [SEVERE ] setting player 2 freeze to 3228
[20:52:23.111] [SEVERE ] updating countdown to 59213
[20:52:23.126] [SEVERE ] updating countdown to 59198
[20:52:23.126] [SEVERE ] setting player 2 freeze to 3213
[20:52:23.141] [SEVERE ] updating countdown to 59183
[20:52:23.141] [SEVERE ] setting player 2 freeze to 3198
[20:52:23.157] [SEVERE ] updating countdown to 59167
[20:52:23.157] [SEVERE ] setting player 2 freeze to 3182
[20:52:23.173] [SEVERE ] updating countdown to 59151
[20:52:23.173] [SEVERE ] setting player 2 freeze to 3166
[20:52:23.188] [SEVERE ] updating countdown to 59136
[20:52:23.188] [SEVERE ] setting player 2 freeze to 3151
[20:52:23.204] [SEVERE ] updating countdown to 59120
[20:52:23.204] [SEVERE ] setting player 2 freeze to 3135
[20:52:23.219] [SEVERE ] setting player 2 freeze to 3120
[20:52:23.219] [SEVERE ] updating countdown to 59105
[20:52:23.229] [SEVERE ] setting player 2 freeze to 3110
[20:52:23.234] [SEVERE ] updating countdown to 59090
[20:52:23.249] [SEVERE ] setting player 2 freeze to 3090
[20:52:23.249] [SEVERE ] updating countdown to 59075
[20:52:23.260] [SEVERE ] setting player 2 freeze to 3079
[20:52:23.264] [SEVERE ] updating countdown to 59060
[20:52:23.280] [SEVERE ] setting player 2 freeze to 3059
[20:52:23.280] [SEVERE ] updating countdown to 59044
[20:52:23.295] [SEVERE ] updating countdown to 59029
[20:52:23.295] [SEVERE ] setting player 2 freeze to 3044
